Train data done.
[还, AD, DP:advmod, DPW:当, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[改造, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:改造, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[用, P, DP:assmod, DPW:盒, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[5, CD, DP:nummod, DPW:号, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[号, M, DP:clf, DPW:电池, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池, NN, DP:pobj, DPW:用, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEG, DP:assm, DPW:用, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池, NN, DP:nn, DPW:盒, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[盒, NN, DP:dobj, DPW:改造, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[解决, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电源, NN, DP:nn, DPW:问题, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[问题, NN, DP:dobj, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[24, CD, DP:nummod, DPW:节, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[节, M, DP:clf, DPW:电池, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[大容量, NN, DP:nn, DPW:电池, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池, NN, DP:nsubj, DPW:准备, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[准备, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[着, AS, DP:asp, DPW:准备, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[呵呵, VV, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[成像, NN, DP:nn, DPW:朋友, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[朋友, NN, DP:nsubj, DPW:说, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[说, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, AD, DP:advmod, DPW:过, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[过, VV, DP:ccomp, DPW:说, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[d100, CD, DP:range, DPW:过, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[就, AD, DP:advmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[iso320, CD, DP:nummod, DPW:麻烦, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[麻烦, NN, DP:attr, DPW:是, DPPOS:VC, OP:NEG, EM:NONE] >> KEY:OP KEY:OP

[快门, NN, DP:nn, DPW:时值, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[时值, NN, DP:nsubj, DPW:长, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[太, AD, DP:advmod, DPW:长, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[长, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[连, AD, DP:advmod, DPW:拍, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[拍, VV, DP:dep, DPW:慢, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[太, AD, DP:advmod, DPW:慢, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[慢, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[快门, NN, DP:nn, DPW:声音, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[声音, NN, DP:nsubj, DPW:爽, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:爽, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:爽, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[爽, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[拍, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:拍, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[4000, CD, DP:dep, DPW:张, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[多, CD, DP:nummod, DPW:张, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[张, M, DP:dep, DPW:拍, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, SP, DP:dep, DPW:拍, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[用, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[了, AS, DP:asp, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[2, CD, DP:nummod, DPW:个, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[个, M, DP:clf, DPW:月, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[月, NN, DP:nsubj, DPW:左右, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[左右, VV, DP:dep, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[吧, SP, DP:dep, DPW:左右, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[自己, PN, DP:nsubj, DPW:改造, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[改造, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:改造, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[用, P, DP:assmod, DPW:盒, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[5, CD, DP:nummod, DPW:号, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[号, M, DP:clf, DPW:电池, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池, NN, DP:pobj, DPW:用, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEG, DP:assm, DPW:用, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池, NN, DP:nn, DPW:盒, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[盒, NN, DP:dobj, DPW:改造, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[解决, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电源, NN, DP:nn, DPW:问题, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[问题, NN, DP:dobj, DPW:解决, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[24, CD, DP:nummod, DPW:节, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[节, M, DP:clf, DPW:电池, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[大容量, NN, DP:nn, DPW:电池, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[电池, NN, DP:nsubj, DPW:准备, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[准备, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[着, AS, DP:asp, DPW:准备, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[呵呵, VV, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[成像, NN, DP:nn, DPW:朋友, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[朋友, NN, DP:nsubj, DPW:说, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[说, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, AD, DP:advmod, DPW:过, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[过, VV, DP:ccomp, DPW:说, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[d100, CD, DP:range, DPW:过, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[就, AD, DP:advmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[iso320, CD, DP:nummod, DPW:麻烦, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[麻烦, NN, DP:attr, DPW:是, DPPOS:VC, OP:NEG, EM:NONE] >> KEY:OP KEY:OP

[快门, NN, DP:nn, DPW:时值, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[时值, NN, DP:nsubj, DPW:长, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[太, AD, DP:advmod, DPW:长, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[长, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[连, AD, DP:advmod, DPW:拍, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[拍, VV, DP:dep, DPW:慢, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[太, AD, DP:advmod, DPW:慢, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[慢, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[快门, NN, DP:nn, DPW:声音, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[声音, NN, DP:nsubj, DPW:爽, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:爽, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:爽, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[爽, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[解像, NN, DP:nsubj, DPW:力, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[力, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[不, AD, DP:neg, DPW:力, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[?, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[面, NN, DP:nn, DPW:版, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[版, NN, DP:nsubj, DPW:操控, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[易, AD, DP:advmod, DPW:操控, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[操控, VV, DP:dep, DPW:力, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[早期, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[系, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[常, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[有, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[路, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[版, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[使用, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[MF, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[光, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, X, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[使用, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[法, NN, DP:nsubj, DPW:覆, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[重, AD, DP:advmod, DPW:覆, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[覆, VV, DP:dep, DPW:使用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[使用, NN, DP:assmod, DPW:CR123, DPPOS:CD, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEG, DP:assm, DPW:使用, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[CR123, CD, DP:range, DPW:覆, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[池, NN, DP:dep, DPW:覆, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[法, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[使用, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[AFS, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[,, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[MF, X, DP:dep, DPW:。, DPPOS:X, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, X, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[电池, NN, DP:nsubj, DPW:兼容, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[兼容, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[色彩, NN, DP:nsubj, DPW:还原, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[还原, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[非常, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:dep, DPW:还原, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[艳丽, NN, DP:dep, DPW:还原, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[双, CD, DP:nummod, DPW:卡设计, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[卡设计, NN, DP:nsubj, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[对, P, DP:prep, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[卡, VV, DP:rcmod, DPW:兼容性, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[的, DEC, DP:cpm, DPW:卡, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[兼容性, NN, DP:pobj, DPW:对, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[也, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[相当, AD, DP:advmod, DPW:好, DPPOS:VA, OP:POS, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:dep, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[CCD, NR, DP:nsubj, DPW:爱, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[爱, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[脏, NN, DP:nsubj, DPW:清洗, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[经常, AD, DP:advmod, DPW:清洗, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[要, VV, DP:mmod, DPW:清洗, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[清洗, VV, DP:ccomp, DPW:爱, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[这, PN, DP:top, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[一, CD, DP:nummod, DPW:台, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[台, M, DP:clf, DPW:机器, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不错, VA, DP:rcmod, DPW:机器, DPPOS:NN, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[的, DEC, DP:cpm, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[机器, NN, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[成像, NN, DP:nsubj, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[存盘, NN, DP:nn, DPW:速度, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[速度, NN, DP:nsubj, DPW:快, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:快, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[快, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[对, P, DP:prep, DPW:可以, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[焦, NN, DP:nn, DPW:速度, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[速度, NN, DP:pobj, DPW:对, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[也, AD, DP:advmod, DPW:可以, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[还, AD, DP:advmod, DPW:可以, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[可以, VV, DP:dep, DPW:康, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:康, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[能, VV, DP:mmod, DPW:康, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[和, P, DP:prep, DPW:康, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[尼, NR, DP:pobj, DPW:和, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[康, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[F80, CD, DP:dep, DPW:康, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[相比, VV, DP:dep, DPW:康, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[电池, NN, DP:nsubj, DPW:具有, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[具有, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:大, DPPOS:JJ, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[大, JJ, DP:amod, DPW:优势, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[优势, NN, DP:dobj, DPW:具有, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[!, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[[, JJ, DP:amod, DPW:元素, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[元素, NN, DP:nsubj, DPW:编辑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[编辑, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[于, P, DP:prep, DPW:编辑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[2003-04-2923:57, CD, DP:nummod, DPW:], DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[], M, DP:pobj, DPW:于, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[1, CD, DP:nummod, DPW:125, DPPOS:CD, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[/, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[125, CD, DP:nsubj, DPW:低, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[闪光, AD, DP:advmod, DPW:低, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
